unique_ID,short_cite,expt_num,expt_condition,is_correct,is_mp,long_cite,peer_reviewed,publication_status,coder,response_mode,exposure_phase,method,dependent_measure,participant_design,same_infant,native_lang,test_lang,infant_type,group_name_1,group_name_2,n_1,n_2,n_excluded_1,n_excluded_2,n_fussi_1,gender_1,gender_2,mean_age_1,mean_age_months,min_age_1,max_age_1,mean_age_2,age_range_1,age_range_2,row label,x_1_label,x_2_label,x_2_misptype,x_1,x_2,SD_1,SD_2,SE_1,SE_2,x_type,chance,x_from_graph,t,t_interact,F,d,d_var,corr,num_trials,percent_MP,vocab_with_X,mean_comprehension,r_comprehension,mean_production,r_production,words,word_correct_and_MP,n_feature,type_feature,mispron_location,within_sentence,sentence_context,object_pair,distractor_overlap,offset,within_measure,pre_nam_dur,post_nam_dur,trial_length,visual_stim,visual_stim_background
5,Swingley (2009),2B,correct_offset,1,0,"Swingley, D. (2009). Onset and codas in 1.5-year-olds’ word recognition. Journal of Memory and Language, 60, 252–269.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_one,2B,American English,native,typical,,,36,,18,,17,0.5,,531,17.44415243,428,670,,242,,correct,correct,,,67,50,12.29,,,,percent_post,50,no,8.3022,,,,,,24,0.5,,NA,NA,NA,NA,boat boad; book boop; cup cub; dog dawb; duck dut; sock sog,yes,0,consonant,offset,yes,Where's the X? Do you like it? or Can you find it?,familiar_familiar,no,1133,post,2,2.767,6,photo,gray
5,Swingley (2009),2B,MP_offset,0,1,"Swingley, D. (2009). Onset and codas in 1.5-year-olds’ word recognition. Journal of Memory and Language, 60, 252–269.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_one,2B,American English,native,typical,,,36,,18,,17,0.5,,531,17.44415243,428,670,,242,,consonant_misp,misp,,,60.18,50,10.68,,,,percent_post,50,no,5.7195,2.719372,,,,,24,0.5,misp_effect,NA,0.13,NA,0.16,boat boad; book boop; cup cub; dog dawb; duck dut; sock sog,yes,1,consonant,offset,yes,Where's the X? Do you like it? or Can you find it?,familiar_familiar,no,1133,post,2,2.767,6,photo,gray
6,Swingley & Aslin (2000),1,correct,1,0,"Swingley, D., & Aslin, R. N. (2000). Spoken word recognition and lexical representation in very young children. Cognition, 76, 147–166.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_one,1,American English,native,typical,,,56,,37,,32,0.5,,616.8,20.26281209,549.92,702.12,,152.2,,correct,correct,,,0.730396429,0.5,0.10471147,,,,percent_post,0.5,no,16.5,,,,,,24,0.5,correct_response,NA,0.105,NA,NA,"apple, baby, ball, car, dog, kitty",yes,0,consonant_and_vowel,onset,yes,Where's the X? Do you see it? or Can you find it?,familiar_familiar,no,367,post,3,6,9,photo,gray
6,Swingley & Aslin (2000),1,MP,0,1,"Swingley, D., & Aslin, R. N. (2000). Spoken word recognition and lexical representation in very young children. Cognition, 76, 147–166.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_one,1,American English,native,typical,,,56,,37,,32,0.5,,616.8,20.26281209,549.92,702.12,,152.2,,consonant_vowel_misp,misp,,,0.612614286,0.5,0.093135265,,,,percent_post,0.5,no,9,7.48,,,,,24,0.5,misp_response,NA,0.421,NA,NA,"opple, vaby, gall, cur, tog, pity",yes,1,consonant_and_vowel,onset,yes,Where's the X? Do you see it? or Can you find it?,familiar_familiar,no,367,post,3,6,9,photo,gray
7,Ballem & Plunkett 2005,1,block1_correct,1,0,"Ballem, K. D., & Plunkett, K. (2005). Phonological specificity in children at 1; 2. Journal of Child Language, 32(01), 159-173.",yes,paper,Von Holzen,eye-tracking,familiarization,looking_while_listening,ptl,within_two,1,British English,native,typical,,,29,,11,,8,0.551724138,,428.8996,14.09,,,,,,correct,correct,,,,NA,,,,,,NA,no,,,8.69,,,,16,0.5,,NA,NA,NA,NA,"ball, cup",yes,0,consonant,onset,no,"Look! Look, X",familiar_familiar,no,200,pre_post,2.5,2.4,5,color_drawing,gray
7,Ballem & Plunkett 2005,1,block1_mispFam,0,1,"Ballem, K. D., & Plunkett, K. (2005). Phonological specificity in children at 1; 2. Journal of Child Language, 32(01), 159-173.",yes,paper,Von Holzen,eye-tracking,familiarization,looking_while_listening,ptl,within_two,1,British English,native,typical,,,29,,11,,8,0.551724138,,428.8996,14.09,,,,,,consonant_misp,misp,,,,NA,,,,,,NA,no,,2.21,,,,,16,0.5,,NA,NA,NA,NA,"ball, cup",yes,1,consonant,onset,no,"Look! Look, X",familiar_familiar,no,200,pre_post,2.5,2.4,5,color_drawing,gray
7,Ballem & Plunkett 2005,1,block2_correct,1,0,"Ballem, K. D., & Plunkett, K. (2005). Phonological specificity in children at 1; 2. Journal of Child Language, 32(01), 159-173.",yes,paper,Von Holzen,eye-tracking,familiarization,looking_while_listening,ptl,within_two,1,British English,native,typical,,,29,,11,,8,0.551724138,,428.8996,14.09,,,,,,correct,correct,,,,NA,,,,,,NA,no,,,6.44,,,,16,0.5,,NA,NA,NA,NA,"ball, cup",yes,0,consonant,onset,no,"Look! Look, X",familiar_familiar,no,200,pre_post,2.5,2.4,5,color_drawing,gray
7,Ballem & Plunkett 2005,1,block2_mispFam,0,1,"Ballem, K. D., & Plunkett, K. (2005). Phonological specificity in children at 1; 2. Journal of Child Language, 32(01), 159-173.",yes,paper,Von Holzen,eye-tracking,familiarization,looking_while_listening,ptl,within_two,1,British English,native,typical,,,29,,11,,8,0.551724138,,428.8996,14.09,,,,,,consonant_misp,misp,,,,NA,,,,,,NA,no,,0.169,3.98,,,,16,0.5,,NA,NA,NA,NA,"ball, cup",yes,1,consonant,onset,no,"Look! Look, X",familiar_familiar,no,200,pre_post,2.5,2.4,5,color_drawing,gray
9,Mani & Plunkett 2007,1,correct_block1,1,0,"Mani, N., & Plunkett, K. (2007). Phonological specificity of consonants and vowels in early lexical representations. Journal of Memory and Language, 57, 252–272.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,llk,within_two,15mos,British English,native,typical,,,28,,8,,,0.535714286,,457.8176,15.04,429.204,468.776,,39.572,,,,,,-61,-198,775,655,,,,NA,no,0.739,,,,,,10,0.5,,22.2,NA,2.4,NA,"ball, bed, bib, book, bread, brush, cup, dog, duck, keys",,0,vowel,onset,yes,Look! X! (no article),familiar_familiar,onset,367,pre_post,2.5,2.5,5,photo,NA
9,Mani & Plunkett 2007,1,correct_block2,1,0,"Mani, N., & Plunkett, K. (2007). Phonological specificity of consonants and vowels in early lexical representations. Journal of Memory and Language, 57, 252–272.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,llk,within_two,15mos,British English,native,typical,,,28,,8,,,0.535714286,,457.8176,15.04,429.204,468.776,,39.572,,,,,,8,391,576,717,,,,NA,no,2.157,,,,,,10,0.5,,22.2,NA,2.4,NA,"ball, bed, bib, book, bread, brush, cup, dog, duck, keys",,0,vowel,onset,yes,Look! X! (no article),familiar_familiar,onset,367,pre_post,2.5,2.5,5,photo,NA
9,Mani & Plunkett 2007,1,misp_block1,0,1,"Mani, N., & Plunkett, K. (2007). Phonological specificity of consonants and vowels in early lexical representations. Journal of Memory and Language, 57, 252–272.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,llk,within_two,15mos,British English,native,typical,,,28,,8,,,0.535714286,,457.8176,15.04,429.204,468.776,,39.572,,,,,,3,-102,597,767,,,,NA,no,0.549,,,,,,10,0.5,misp_effect,22.2,-0.059,2.4,-0.282,"ball, bed, bib, book, bread, brush, cup, dog, duck, keys",,1-2,vowel,onset,yes,Look! X! (no article),familiar_familiar,onset,367,pre_post,2.5,2.5,5,photo,NA
9,Mani & Plunkett 2007,1,misp_block2,0,1,"Mani, N., & Plunkett, K. (2007). Phonological specificity of consonants and vowels in early lexical representations. Journal of Memory and Language, 57, 252–272.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,llk,within_two,15mos,British English,native,typical,,,28,,8,,,0.535714286,,457.8176,15.04,429.204,468.776,,39.572,,,,,,5,-105,595,597,,,,NA,no,0.674,,,,,,10,0.5,misp_effect,22.2,-0.059,2.4,-0.282,"ball, bed, bib, book, bread, brush, cup, dog, duck, keys",,1-2,vowel,onset,yes,Look! X! (no article),familiar_familiar,onset,367,pre_post,2.5,2.5,5,photo,NA
9,Mani & Plunkett 2007,1,correct,1,0,"Mani, N., & Plunkett, K. (2007). Phonological specificity of consonants and vowels in early lexical representations. Journal of Memory and Language, 57, 252–272.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,llk,within_two,18mos,British English,native,typical,,,30,,2,,,0.433333333,,550.964,18.1,526.612,566.184,,39.572,,,,,,12,330,642,549,,,,NA,no,2.652,,,,,,8,0.5,misp_effect,58.7,-1.7,34.7,-0.11,"ball, bed, bib, book, boot, bed, brush, bus, dish, dog, doll, duck, milk, moon, sock, sun",,0,vowel,onset,yes,Look! X! (no article),familiar_familiar,onset,367,pre_post,2.5,2.5,5,photo,NA
9,Mani & Plunkett 2007,1,misp,0,1,"Mani, N., & Plunkett, K. (2007). Phonological specificity of consonants and vowels in early lexical representations. Journal of Memory and Language, 57, 252–272.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,llk,within_two,18mos,British English,native,typical,,,30,,2,,,0.433333333,,550.964,18.1,526.612,566.184,,39.572,,,,,,69,-59,511,661,,,,NA,no,0.938,,,,,,8,0.5,misp_effect,58.7,-1.7,34.7,-0.11,"ball, bed, bib, book, boot, bed, brush, bus, dish, dog, doll, duck, milk, moon, sock, sun",,1-2,vowel,onset,yes,Look! X! (no article),familiar_familiar,onset,367,pre_post,2.5,2.5,5,photo,NA
9,Mani & Plunkett 2007,1,correct,1,0,"Mani, N., & Plunkett, K. (2007). Phonological specificity of consonants and vowels in early lexical representations. Journal of Memory and Language, 57, 252–272.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,llk,within_two,24mos,British English,native,typical,,,31,,3,,,0.483870968,,739.0832,24.28,721.428,764.044,,42.616,,,,,,9,265,404,544,,,,NA,no,2.204,,,,,,8,0.5,misp_effect,58.7,-1.7,34.7,-0.11,"ball, bed, bib, book, boot, bed, brush, bus, dish, dog, doll, duck, milk, moon, sock, sun",,0,vowel,onset,yes,Look! X! (no article),familiar_familiar,onset,367,pre_post,2.5,2.5,5,photo,NA
9,Mani & Plunkett 2007,1,misp,0,1,"Mani, N., & Plunkett, K. (2007). Phonological specificity of consonants and vowels in early lexical representations. Journal of Memory and Language, 57, 252–272.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,llk,within_two,24mos,British English,native,typical,,,31,,3,,,0.483870968,,739.0832,24.28,721.428,764.044,,42.616,,,,,,102,-6,384,596,,,,NA,no,0.952,,,,,,8,0.5,misp_effect,58.7,-1.7,34.7,-0.11,"ball, bed, bib, book, boot, bed, brush, bus, dish, dog, doll, duck, milk, moon, sock, sun",,1-2,vowel,onset,yes,Look! X! (no article),familiar_familiar,onset,367,pre_post,2.5,2.5,5,photo,NA
9,Mani & Plunkett 2007,2,correct,1,0,"Mani, N., & Plunkett, K. (2007). Phonological specificity of consonants and vowels in early lexical representations. Journal of Memory and Language, 57, 252–272.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,llk,within_two,15mos,British English,native,typical,,,29,,2.38,,1.2,0.620689655,,448.0768,14.72,413.984,474.864,,60.88,,,,,,-16,280,417,537,,,,NA,no,1.023,,,,,,8,0.5,,22,NA,NA,NA,"ball, bib, bed, bus, cat, cup, dog, keys",,0,consonant_and_vowel,onset,yes,Look! X! (no article),familiar_familiar,onset,367,pre_post,2.5,2.5,5,photo,NA
9,Mani & Plunkett 2007,2,c_misp,0,1,"Mani, N., & Plunkett, K. (2007). Phonological specificity of consonants and vowels in early lexical representations. Journal of Memory and Language, 57, 252–272.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,llk,within_two,15mos,British English,native,typical,,,29,,2.38,,1.2,0.620689655,,448.0768,14.72,413.984,474.864,,60.88,,,,,,232,50,825,772,,,,NA,no,2.321,,,,,,8,0.5,misp_effect,22,0.1,2,0.23,"ball, bib, bed, bus, cat, cup, dog, keys",,1,consonant,onset,yes,Look! X! (no article),familiar_familiar,onset,367,pre_post,2.5,2.5,5,photo,NA
9,Mani & Plunkett 2007,2,v_misp,0,1,"Mani, N., & Plunkett, K. (2007). Phonological specificity of consonants and vowels in early lexical representations. Journal of Memory and Language, 57, 252–272.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,llk,within_two,15mos,British English,native,typical,,,29,,2.38,,1.2,0.620689655,,448.0768,14.72,413.984,474.864,,60.88,,,,,,15,138,637,797,,,,NA,no,0.628,,,,,,8,0.5,misp_effect,22,-0.28,2,0.22,"ball, bib, bed, bus, cat, cup, dog, keys",,1,vowel,onset,yes,Look! X! (no article),familiar_familiar,onset,367,pre_post,2.5,2.5,5,photo,NA
9,Mani & Plunkett 2007,2,correct,1,0,"Mani, N., & Plunkett, K. (2007). Phonological specificity of consonants and vowels in early lexical representations. Journal of Memory and Language, 57, 252–272.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,llk,within_two,18+24mos,British English,native,typical,,,55,,2.38,,1.2,0.509090909,,638.3268,20.97,538.788,751.868,,213.08,,,,,,10,367,439,603,,,,NA,no,4.047,,,,,,8,0.5,,47.74,NA,NA,NA,"ball, bib, bed, bus, cat, cup, dog, keys",,0,consonant_and_vowel,onset,yes,Look! X! (no article),familiar_familiar,onset,367,pre_post,2.5,2.5,5,photo,NA
9,Mani & Plunkett 2007,2,c_misp,0,1,"Mani, N., & Plunkett, K. (2007). Phonological specificity of consonants and vowels in early lexical representations. Journal of Memory and Language, 57, 252–272.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,llk,within_two,18+24mos,British English,native,typical,,,55,,2.38,,1.2,0.509090909,,638.3268,20.97,538.788,751.868,,213.08,,,,,,323,233,587,925,,,,NA,no,0.658,,,,,,8,0.5,misp_effect,47.74,-0.07,35.58,-0.27,"ball, bib, bed, bus, cat, cup, dog, keys",,1,consonant,onset,yes,Look! X! (no article),familiar_familiar,onset,367,pre_post,2.5,2.5,5,photo,NA
9,Mani & Plunkett 2007,2,v_misp,0,1,"Mani, N., & Plunkett, K. (2007). Phonological specificity of consonants and vowels in early lexical representations. Journal of Memory and Language, 57, 252–272.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,llk,within_two,18+24mos,British English,native,typical,,,55,,2.38,,1.2,0.509090909,,638.3268,20.97,538.788,751.868,,213.08,,,,,,113,57,603,1037,,,,NA,no,0.395,,,,,,8,0.5,misp_effect,47.74,0.1,35.58,-0.059,"ball, bib, bed, bus, cat, cup, dog, keys",,1,vowel,onset,yes,Look! X! (no article),familiar_familiar,onset,367,pre_post,2.5,2.5,5,photo,NA
10,Swingley & Aslin (2002),1,correct_close,1,0,"Swingley, D., & Aslin, R. N. (2002). Lexical neighborhoods and the word-form representa- tions of 14-month-olds. Psychological Science, 13, 480–484.",yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,close,American English,native,typical,,,26,,13.5,,6.5,0.5,,459,15.07884363,430.16,486.6,,56.44,,correct,,,,60.2,50,9.4317976,,,,percent_post,50,no,5.52621884,,,,,,24,0.428571429,correct_response,161.5,0.141,12.5,0.182,"apple, baby, ball, car, dog, kitty",yes,0,consonant_and_vowel,onset/medial,no,Where's the X? Do you like it? or Can you find it?,familiar_familiar,no,367,post,3,2,5,photo,gray
10,Swingley & Aslin (2002),1,MP_close,0,1,"Swingley, D., & Aslin, R. N. (2002). Lexical neighborhoods and the word-form representa- tions of 14-month-olds. Psychological Science, 13, 480–484.",yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,close,American English,native,typical,,,26,,13.5,,6.5,0.5,,459,15.07884363,430.16,486.6,,56.44,,consonant_vowel_misp,,,,53.4,50,9.9473406,,,,percent_post,50,no,1.77,2.670952376,,,,,24,0.428571429,misp_response,161.5,0.175,12.5,0.029,"opple, vaby, gall, cur, tog, pity",yes,1,consonant_and_vowel,onset/medial,no,Where's the X? Do you like it? or Can you find it?,familiar_familiar,no,367,post,3,2,5,photo,gray
10,Swingley & Aslin (2002),1,correct_distant,1,0,"Swingley, D., & Aslin, R. N. (2002). Lexical neighborhoods and the word-form representa- tions of 14-month-olds. Psychological Science, 13, 480–484.",yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,distant,American English,native,typical,,,24,,13.5,,6.5,0.5,,460,15.11169514,430.16,486.6,,56.44,,correct,,,,61.4,50,10.6835237,,,,percent_post,50,no,5.237611241,,,,,,24,0.428571429,correct_response,161.5,0.141,12.5,0.182,"apple, baby, ball, car, dog, kitty",yes,0,consonant_and_vowel,onset/medial,no,Where's the X? Do you like it? or Can you find it?,familiar_familiar,no,367,post,3,2,5,photo,gray
10,Swingley & Aslin (2002),1,MP_distant,0,1,"Swingley, D., & Aslin, R. N. (2002). Lexical neighborhoods and the word-form representa- tions of 14-month-olds. Psychological Science, 13, 480–484.",yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,distant,American English,native,typical,,,24,,13.5,,6.5,0.5,,460,15.11169514,430.16,486.6,,56.44,,consonant_vowel_misp,,,,54.2,50,8.7618276,,,,percent_post,50,no,2.347217587,2.36895303,,,,,24,0.428571429,misp_response,161.5,0.175,12.5,0.029,"opal, raby, shawl, kier, mog, yity",yes,2,consonant_and_vowel,onset/medial,no,Where's the X? Do you like it? or Can you find it?,familiar_familiar,no,367,post,3,2,5,photo,gray
11,Altvater-Mackensen et al. (2014),1,correct_coronal,1,0,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,18,Dutch,native,typical,,,32,,19.5,,7,0.359375,,562,18.46254928,545.48,594.36,,48.88,,correct,,,,0.12,0,0.113137085,,0.02,,proportion_change_pre_post,0,yes,3.4,,,,,,14,0.333333333,,NA,NA,NA,NA,"deur, duim, zeep, zon",yes,0,consonant,onset,yes,"Can you find X ? Do you like it? Nice, isn't it ?",familiar_familiar,onset,360,pre_post_naming_effect,2,2,6.5,photo,white
11,Altvater-Mackensen et al. (2014),1,correct_labial,1,0,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,18,Dutch,native,typical,,,32,,19.5,,7,0.359375,,562,18.46254928,545.48,594.36,,48.88,,correct,,,,0.075,0,0.113137085,,0.02,,proportion_change_pre_post,0,yes,3.36,,,,,,14,0.333333333,,NA,NA,NA,NA,"bal, boom, vis, voet",yes,0,consonant,onset,yes,"Can you find X ? Do you like it? Nice, isn't it ?",familiar_familiar,onset,360,pre_post_naming_effect,2,2,6.5,photo,white
11,Altvater-Mackensen et al. (2014),1,MPP_coronal,0,1,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,18,Dutch,native,typical,,,32,,19.5,,7,0.359375,,562,18.46254928,545.48,594.36,,48.88,,consonant_misp,,,,0.055,0,0.22627417,,0.04,,proportion_change_pre_post,0,yes,2.31,,,,,,14,0.333333333,,NA,NA,NA,NA,"beur, buim, veep, von",yes,1,consonant,onset,yes,"Can you find X ? Do you like it? Nice, isn't it ?",familiar_familiar,onset,360,pre_post_naming_effect,2,2,6.5,photo,white
11,Altvater-Mackensen et al. (2014),1,MPP_labial,0,1,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,18,Dutch,native,typical,,,32,,19.5,,7,0.359375,,562,18.46254928,545.48,594.36,,48.88,,consonant_misp,,,,-0.03,0,0.22627417,,0.04,,proportion_change_pre_post,0,yes,-0.85,,,,,,14,0.333333333,,NA,NA,NA,NA,"dal, doom, zis, zoet",yes,1,consonant,onset,yes,"Can you find X ? Do you like it? Nice, isn't it ?",familiar_familiar,onset,360,pre_post_naming_effect,2,2,6.5,photo,white
11,Altvater-Mackensen et al. (2014),1,correct_fricative,1,0,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,18,Dutch,native,typical,,,32,,19.5,,7,0.359375,,562,18.46254928,545.48,594.36,,48.88,,correct,,,,0.12,0,0.113137085,,0.02,,proportion_change_pre_post,0,yes,4.2,,,,,,14,0.333333333,,NA,NA,NA,NA,"vis, voet, zeep, zon",yes,0,consonant,onset,yes,"Can you find X ? Do you like it? Nice, isn't it ?",familiar_familiar,onset,360,pre_post_naming_effect,2,2,6.5,photo,white
11,Altvater-Mackensen et al. (2014),1,correct_stop,1,0,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,18,Dutch,native,typical,,,32,,19.5,,7,0.359375,,562,18.46254928,545.48,594.36,,48.88,,correct,,,,0.075,0,0.141421356,,0.025,,proportion_change_pre_post,0,yes,2.6,,,,,,14,0.333333333,,NA,NA,NA,NA,"bal, boom, deur, duim",yes,0,consonant,onset,yes,"Can you find X ? Do you like it? Nice, isn't it ?",familiar_familiar,onset,360,pre_post_naming_effect,2,2,6.5,photo,white
11,Altvater-Mackensen et al. (2014),1,MPM_fricative,0,1,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,18,Dutch,native,typical,,,32,,19.5,,7,0.359375,,562,18.46254928,545.48,594.36,,48.88,,consonant_misp,,,,0.02,0,0.130107648,,0.023,,proportion_change_pre_post,0,yes,0.42,,,,,,14,0.333333333,,NA,NA,NA,NA,"bis, boet, deep, don",yes,1,consonant,onset,yes,"Can you find X ? Do you like it? Nice, isn't it ?",familiar_familiar,onset,360,pre_post_naming_effect,2,2,6.5,photo,white
11,Altvater-Mackensen et al. (2014),1,MPM_stop,0,1,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,18,Dutch,native,typical,,,32,,19.5,,7,0.359375,,562,18.46254928,545.48,594.36,,48.88,,consonant_misp,,,,0.05,0,0.197989899,,0.035,,proportion_change_pre_post,0,yes,0.4,,,,,,14,0.333333333,,NA,NA,NA,NA,"val, voom, zeur, zuim",yes,1,consonant,onset,yes,"Can you find X ? Do you like it? Nice, isn't it ?",familiar_familiar,onset,360,pre_post_naming_effect,2,2,6.5,photo,white
11,Altvater-Mackensen et al. (2014),2,correct_fricative,1,0,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,25,Dutch,native,typical,,,16,,6,,5.5,0.40625,,768,25.22996058,731.56,777,,45.44,,correct,,,,,0,,,,,proportion_change_pre_post,0,no,4.3,,,,,,14,0.333333333,,NA,NA,NA,NA,"vis, voet",yes,0,consonant,onset,yes,"Can you find X ? Do you like it? Nice, isn't it ?",familiar_familiar,onset,360,pre_post_naming_effect,2,2,6.5,photo,white
11,Altvater-Mackensen et al. (2014),2,correct_stop,1,0,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,25,Dutch,native,typical,,,16,,6,,5.5,0.40625,,768,25.22996058,731.56,777,,45.44,,correct,,,,,0,,,,,proportion_change_pre_post,0,no,2.3,,,,,,14,0.333333333,,NA,NA,NA,NA,"bal, boom",yes,0,consonant,onset,yes,"Can you find X ? Do you like it? Nice, isn't it ?",familiar_familiar,onset,360,pre_post_naming_effect,2,2,6.5,photo,white
11,Altvater-Mackensen et al. (2014),2,MPM_fricative,0,1,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,25,Dutch,native,typical,,,16,,6,,5.5,0.40625,,768,25.22996058,731.56,777,,45.44,,consonant_misp,,,,,0,,,,,proportion_change_pre_post,0,no,1.37,,,,,,14,0.333333333,,NA,NA,NA,NA,"bis, boet",yes,1,consonant,onset,yes,"Can you find X ? Do you like it? Nice, isn't it ?",familiar_familiar,onset,360,pre_post_naming_effect,2,2,6.5,photo,white
11,Altvater-Mackensen et al. (2014),2,MPM_stop,0,1,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,25,Dutch,native,typical,,,16,,6,,5.5,0.40625,,768,25.22996058,731.56,777,,45.44,,consonant_misp,,,,,0,,,,,proportion_change_pre_post,0,no,-0.21,,,,,,14,0.333333333,,NA,NA,NA,NA,"val, voom",yes,1,consonant,onset,yes,"Can you find X ? Do you like it? Nice, isn't it ?",familiar_familiar,onset,360,pre_post_naming_effect,2,2,6.5,photo,white
11,Altvater-Mackensen et al. (2014),2,correct_fricative,1,0,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,25,Dutch,native,typical,,,16,,6,,5.5,0.40625,,768,25.22996058,731.56,777,,45.44,,correct,,,,,0,,,,,proportion_change_pre_post,0,no,4.3,,,,,,14,0.333333333,,NA,NA,NA,NA,"vis, voet",yes,0,consonant,onset,yes,"Can you find X ? Do you like it? Nice, isn't it ?",familiar_familiar,onset,360,pre_post_naming_effect,2,2,6.5,photo,white
11,Altvater-Mackensen et al. (2014),2,correct_stop,1,0,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,25,Dutch,native,typical,,,16,,6,,5.5,0.40625,,768,25.22996058,731.56,777,,45.44,,correct,,,,,0,,,,,proportion_change_pre_post,0,no,2.3,,,,,,14,0.333333333,,NA,NA,NA,NA,"bal, boom",yes,0,consonant,onset,yes,"Can you find X ? Do you like it? Nice, isn't it ?",familiar_familiar,onset,360,pre_post_naming_effect,2,2,6.5,photo,white
11,Altvater-Mackensen et al. (2014),2,MPP_fricative,0,1,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,25,Dutch,native,typical,,,16,,6,,5.5,0.40625,,768,25.22996058,731.56,777,,45.44,,consonant_misp,,,,,0,,,,,proportion_change_pre_post,0,no,-0.4,,,,,,14,0.333333333,,NA,NA,NA,NA,"zis, zoet",yes,1,consonant,onset,yes,"Can you find X ? Do you like it? Nice, isn't it ?",familiar_familiar,onset,360,pre_post_naming_effect,2,2,6.5,photo,white
